id,address,zip,lat,lon,neighborhood,sale_date,sqft,bedrooms,bathrooms,floors,year_built,renovated,lot_size,garage,pool,school_rating,crime_rate,proximity_km,price,property_tax,hoa_fee
624,6636 Oak Ave,94108,37.77995,-122.436263,Riverside,2024-02-03,1807.37,2,3,2,1949,1,3076.66,2,0,7.9,34.8,1.8,456926.14,6642.31,0.0
625,8207 Washington St,94111,37.740779,-122.404992,SuburbB,2022-08-13,1649.82,2,2,3,1923,1,8207.59,0,0,8.0,65.5,3.5,194902.32,2601.77,0.0
626,9695 Elm Ave,94111,37.763127,-122.40186,Downtown,2021-05-03,2311.75,4,4,2,1938,0,12726.21,1,0,10.0,43.3,1.77,935371.86,12873.43,0.0
627,6420 River Ln,94092,37.722697,-122.42255,SuburbB,2021-08-04,300,5,3,1,1910,1,10077.0,1,0,6.5,52.5,5.26,44615.59,495.5,0.0
628,5130 Cedar Ave,94089,37.754073,-122.455949,SuburbB,2026-02-22,2891.73,2,2,3,1955,1,8210.31,1,0,4.2,48.4,3.62,451146.4,5156.32,0.0
629,7738 River St,94102,37.762478,-122.445937,SuburbB,2021-08-12,2899.6,3,2,2,1997,0,9165.35,0,0,6.6,57.6,2.42,647950.72,4125.05,0.0
630,3733 Maple Rd,94102,37.748256,-122.403389,Riverside,2021-12-24,2425.41,4,2,3,1995,0,7920.3,1,0,6.8,49.7,2.82,672761.07,9083.01,0.0
631,7640 Hill Rd,94109,37.742307,-122.434636,SuburbB,2026-04-26,2462.38,2,4,1,1979,0,3473.06,1,0,6.0,63.8,3.33,497489.88,6879.73,0.0
632,3286 Sunset Ln,94110,37.76322,-122.369869,SuburbB,2025-06-21,1619.27,3,1,1,1908,0,9899.91,1,0,6.9,63.3,4.46,140603.52,1561.1,0.0
633,9390 Oak Ln,94085,37.76324,-122.41981,SuburbA,2023-05-24,1052.15,2,1,2,1925,0,4832.26,1,0,6.7,60.0,0.75,110086.7,1367.36,0.0
634,5151 Elm St,94118,37.764812,-122.411037,Uptown,2026-04-20,1956.68,3,2,1,1993,1,20697.38,0,0,6.8,50.7,0.97,622177.86,6320.48,0.0
635,7161 Oak Ave,94101,37.801347,-122.459852,SuburbB,2021-12-25,2224.85,2,3,3,1908,0,16678.71,0,0,5.9,47.3,4.93,384815.92,5258.95,0.0
636,851 Lake Ln,94125,37.803277,-122.403079,OldTown,2024-03-08,2815.6,4,3,1,1997,1,5213.61,1,0,5.0,68.8,3.98,681852.28,5124.9,0.0
637,5244 Lake Ave,94091,37.782341,-122.414864,Uptown,2025-03-31,2471.68,2,1,1,1950,0,8761.24,1,0,8.3,47.9,1.44,745067.65,3975.31,0.0
638,4531 Cedar Ln,94108,37.784345,-122.482495,SuburbA,2022-09-05,663.76,1,5,3,1901,1,11538.67,2,0,8.9,41.4,5.71,96751.09,975.75,0.0
639,4619 Lake St,94117,37.778951,-122.423163,Riverside,2022-07-19,1693.84,2,2,1,2008,0,5636.07,1,1,9.3,34.8,1.03,797802.95,6036.65,0.0
640,1091 Hill Blvd,94109,37.783003,-122.454767,Uptown,2025-10-15,1731.85,4,3,3,1980,0,1794.58,1,0,8.8,44.9,3.37,251335.52,3395.86,0.0
641,7280 Sunset St,94116,37.749653,-122.427477,Riverside,2021-09-29,2193.95,1,2,3,1985,0,14135.19,2,0,6.1,55.4,2.35,492681.86,3843.2,0.0
642,2482 Elm Dr,94109,37.751656,-122.446454,SuburbA,2022-04-18,982.72,5,1,3,1964,0,4769.91,2,0,7.1,39.3,3.09,173209.31,895.57,0.0
643,6646 Elm St,94095,37.74689,-122.373472,SuburbB,2026-01-30,3226.12,3,1,1,1944,0,8313.94,1,1,6.1,35.1,4.82,548268.04,6632.77,0.0
644,2502 Maple Ave,94117,37.78562,-122.403511,Riverside,2026-03-29,1497.96,1,3,2,1935,0,5616.75,0,0,9.6,44.5,2.26,242875.06,1528.68,0.0
645,4496 Sunset Blvd,94093,37.76736,-122.478134,OldTown,2026-03-20,1476.64,4,4,3,1942,0,4935.73,1,0,6.3,63.2,5.11,264836.1,2891.07,0.0
646,5541 Sunset St,94095,37.731812,-122.445644,Uptown,2026-04-17,300,2,2,2,2005,0,6418.9,0,0,6.8,57.7,4.8,55914.62,509.31,0.0
647,6116 Hill Ln,94113,37.795182,-122.381244,SuburbB,2023-11-14,2138.33,3,1,2,2005,1,10361.28,0,0,7.0,48.7,4.4,354542.76,3647.59,0.0
648,8859 Oak Rd,94109,37.80064,-122.40801,Downtown,2026-02-03,1666.78,3,1,3,1971,0,6028.87,1,0,7.3,52.3,3.56,563711.31,4330.73,300.0
649,8568 Sunset Rd,94117,37.786694,-122.491435,OldTown,2021-08-15,1905.98,4,3,2,1942,1,650.02,0,0,6.0,68.8,6.54,277319.46,3687.26,0.0
650,4255 River Ln,94122,37.789464,-122.417616,OldTown,2023-03-10,2454.56,3,3,1,1931,0,3169.38,1,0,6.1,53.2,2.17,260122.44,2535.78,0.0
651,6696 Oak Rd,94123,37.795041,-122.381794,Downtown,2021-05-18,1355.29,3,1,1,1905,0,7315.56,1,0,9.8,39.9,4.35,151281.71,758.53,0.0
652,7610 Sunset Dr,94107,37.756089,-122.389035,SuburbA,2022-10-01,2176.37,3,1,3,1912,0,15936.69,0,0,4.9,46.5,3.13,345830.9,4309.46,0.0
653,5285 Hill Blvd,94111,37.729917,-122.345563,SuburbB,2021-08-28,1918.52,3,1,2,1935,0,2725.91,1,0,7.4,50.8,7.9,244723.82,3469.54,0.0
654,7127 Maple Dr,94108,37.744396,-122.382185,Riverside,2024-08-30,2796.41,1,2,2,1983,0,10932.76,1,0,9.5,54.6,4.37,474449.35,4353.15,0.0
655,5989 Elm Dr,94118,37.766161,-122.410201,Riverside,2026-04-10,2532.22,4,1,3,1915,0,7561.65,1,0,5.9,29.6,0.96,272814.95,2514.83,0.0
656,3228 Lake Rd,94088,37.782354,-122.431249,Riverside,2022-03-13,2528.51,1,2,3,1987,0,12099.16,0,0,7.3,44.4,1.69,1101057.45,5914.65,0.0
657,8958 Sunset Dr,94116,37.773449,-122.419849,Downtown,2023-06-11,2885.85,1,2,2,2017,1,7744.91,0,0,9.2,48.0,0.38,1157981.07,7553.3,0.0
658,8328 Washington Ave,94089,37.758378,-122.382033,OldTown,2021-05-21,2611.75,3,2,3,1947,0,5202.32,1,0,4.8,54.3,3.57,327149.11,2593.81,0.0
659,6518 Pine Blvd,94104,37.771356,-122.443558,Riverside,2024-12-23,1518.83,3,2,3,1982,0,8724.13,1,0,9.6,58.5,2.07,504745.67,2998.11,0.0
660,8597 Hill St,94116,37.74245,-122.421615,SuburbA,2026-03-06,2714.33,3,2,1,1924,0,3206.56,1,0,6.3,56.0,3.06,231366.26,2428.99,0.0
661,7517 Elm Ln,94097,37.699927,-122.478577,Downtown,2025-09-16,1610.59,3,1,1,1907,0,928.14,0,0,9.0,14.6,9.32,217965.55,1710.62,0.0
662,6771 Elm St,94097,37.744346,-122.443632,OldTown,2023-04-23,590.04,3,3,3,1937,0,6803.4,1,0,7.7,46.2,3.52,91426.97,463.09,0.0
663,2375 Maple St,94121,37.772041,-122.464958,OldTown,2024-03-09,2612.03,3,3,3,1905,0,6348.35,1,1,6.0,57.3,3.95,430690.24,5815.11,0.0
664,1511 Hill Ave,94093,37.752387,-122.404197,SuburbA,2024-08-27,1466.97,3,1,1,2002,0,3646.89,2,0,7.7,44.7,2.4,332162.08,3614.54,0.0
665,995 Cedar Blvd,94114,37.778237,-122.403725,Downtown,2022-04-10,1172.58,2,2,2,1967,0,9397.91,1,0,8.1,41.0,1.7,156979.42,1605.79,0.0
666,5682 Maple Blvd,94118,37.759706,-122.527216,Uptown,2025-04-17,1619.46,4,2,1,1916,0,8012.83,2,0,6.8,37.7,9.48,205509.07,1545.11,300.0
667,795 Hill Rd,94114,37.78304,-122.429818,Riverside,2023-06-09,1548.62,4,1,2,1925,0,7009.9,1,0,8.2,30.9,1.68,237389.48,2396.17,0.0
668,8401 Washington Dr,94104,37.785004,-122.396246,Downtown,2021-10-13,2553.36,2,1,2,1919,0,6682.96,1,0,10.0,42.2,2.67,532346.19,2835.84,0.0
669,5877 Hill Ln,94090,37.771491,-122.446341,Riverside,2021-07-19,2138.36,3,1,3,1982,0,10935.72,1,0,9.0,49.6,2.32,587370.35,7992.79,0.0
670,580 Oak Rd,94122,37.778564,-122.425308,SuburbB,2025-02-27,1172.63,4,3,2,1998,0,14190.31,0,0,4.3,51.4,1.06,131605.53,1395.81,0.0
671,9536 Pine Ln,94098,37.777239,-122.414428,Riverside,2022-07-01,2046.98,5,3,1,2008,0,6933.58,1,0,8.9,50.3,0.94,840838.45,4287.31,0.0
672,8797 Cedar Ave,94113,37.768725,-122.418425,OldTown,2024-11-12,1892.03,4,2,1,1941,0,611.73,0,0,5.2,52.9,0.2,112189.79,885.66,0.0
673,1557 Hill Blvd,94105,37.780278,-122.444917,SuburbA,2024-03-27,1119.27,3,2,1,1912,0,11030.49,0,0,6.2,37.9,2.47,195182.86,2045.09,0.0
674,2130 Elm Ave,94105,37.778214,-122.430389,OldTown,2023-06-24,2259.93,4,1,2,1963,1,2062.07,1,1,5.1,54.4,1.29,292308.37,3296.83,0.0
675,2055 Oak Blvd,94121,37.779373,-122.433986,Downtown,2021-12-07,492.89,4,2,1,2011,0,9054.26,2,0,7.6,19.2,1.61,196871.95,2203.86,150.0
676,3511 Hill Dr,94117,37.750622,-122.501513,Riverside,2024-08-22,1082.46,2,2,1,1917,0,9440.85,1,0,8.6,34.5,7.47,229854.46,2874.5,0.0
677,7522 Cedar Rd,94110,37.764399,-122.379533,SuburbA,2025-12-09,1808.12,3,1,1,1927,0,6224.82,0,0,9.2,24.2,3.6,205927.29,1608.63,0.0
678,7973 Elm Rd,94089,37.772783,-122.413756,Riverside,2024-05-17,1637.96,5,1,2,2021,0,6634.51,2,1,8.3,31.0,0.63,598533.74,5461.55,0.0
679,5127 Hill Ave,94093,37.80504,-122.458515,OldTown,2025-06-26,2480.95,3,1,3,1908,1,9931.72,1,0,3.2,61.4,5.15,489458.36,3276.81,0.0
680,3770 Oak Ave,94102,37.762186,-122.442465,SuburbA,2021-06-26,2649.71,3,1,2,1904,0,4959.94,1,0,5.0,39.7,2.15,231086.79,1531.39,0.0
681,6167 Pine Ln,94116,37.781451,-122.388865,SuburbA,2022-01-05,2149.39,5,2,2,1996,0,5097.95,1,0,4.1,52.8,3.01,449300.0,2665.25,0.0
682,7942 Oak Ave,94096,37.765928,-122.422406,SuburbB,2025-09-28,1419.02,1,2,1,1910,0,2060.24,1,0,6.0,63.3,0.5,188186.65,2406.44,0.0
683,7434 Elm Blvd,94085,37.785377,-122.434376,SuburbB,2026-01-08,1807.97,3,1,1,1943,0,10165.71,2,1,7.7,55.4,2.12,469379.39,7036.1,0.0
684,4945 Cedar St,94121,37.769753,-122.42446,SuburbA,2025-01-06,1843.77,5,3,2,1982,0,6788.57,1,0,7.4,44.0,0.39,415730.37,3420.09,0.0
685,6913 Elm Ave,94118,37.785595,-122.448405,Riverside,2022-04-11,1698.18,3,2,1,2013,1,13110.8,1,0,9.6,56.0,3.03,732350.93,8727.48,0.0
686,2718 Elm Ave,94092,37.751146,-122.459248,SuburbB,2021-09-30,2788.3,2,3,2,2008,0,12049.63,1,0,5.2,49.5,4.03,578756.8,7645.57,0.0
687,5012 Cedar Ave,94106,37.760589,-122.387079,Riverside,2022-05-06,2128.06,2,5,2,1915,0,8440.68,1,0,8.4,40.3,3.07,315889.62,3929.5,0.0
688,9544 Oak Ln,94098,37.787794,-122.413684,SuburbB,2021-05-11,1272.98,2,2,1,1993,1,9238.98,1,0,6.5,68.1,2.05,291486.6,2230.52,0.0
689,8448 Oak Dr,94103,37.767596,-122.370033,Riverside,2023-07-05,1401.79,1,4,2,1936,1,6436.78,1,0,7.8,55.3,4.39,387350.48,3108.56,0.0
690,5571 Hill Blvd,94103,37.799347,-122.376498,OldTown,2022-06-29,2855.0,2,3,3,1904,0,10767.17,1,0,6.9,37.5,5.02,229509.81,1643.94,0.0
691,1300 Washington Ln,94109,37.736503,-122.421924,Uptown,2025-08-17,1901.07,4,2,2,1933,0,6576.92,0,0,7.3,33.1,3.72,338973.2,4225.31,0.0
692,6566 Pine Dr,94115,37.73073,-122.446203,OldTown,2022-06-13,1889.56,4,3,3,1984,0,6332.43,2,0,6.7,53.7,4.93,439859.87,3510.57,0.0
693,1322 Pine Blvd,94094,37.795437,-122.360245,Riverside,2026-01-24,2558.78,3,2,3,1990,0,7683.9,0,0,9.9,31.2,5.96,944301.62,13977.39,0.0
694,489 Elm Dr,94094,37.787212,-122.399801,OldTown,2025-08-10,2265.12,2,2,3,2002,0,2425.15,1,0,5.0,64.4,2.61,469826.9,2494.56,0.0
695,6578 Washington St,94090,37.754668,-122.409554,OldTown,2022-10-28,1866.71,3,1,1,1997,0,14925.07,1,0,4.1,72.5,1.93,358934.91,4642.99,0.0
696,6453 Pine Rd,94124,37.787503,-122.412373,Downtown,2024-04-03,1688.61,4,1,1,1923,0,1333.65,1,0,8.5,19.5,2.05,375830.89,3247.14,150.0
697,5659 Sunset Ave,94107,37.75876,-122.360572,SuburbA,2025-08-25,1901.87,4,2,2,1991,0,12682.36,1,1,7.2,46.5,5.36,464501.53,2532.49,0.0
698,1071 Pine Rd,94089,37.777804,-122.384688,SuburbB,2023-08-17,2091.77,3,1,1,1956,0,4082.51,1,1,6.2,53.8,3.22,270214.67,2509.79,0.0
699,894 Washington Ave,94119,37.749377,-122.456115,Downtown,2025-07-24,2148.95,4,1,3,1977,0,8073.55,0,0,10.0,25.3,3.91,571215.44,2916.89,150.0
700,6619 Washington Dr,94122,37.761411,-122.397774,Riverside,2026-02-06,2811.89,2,1,1,2002,1,7013.28,2,0,7.1,49.9,2.17,844859.33,7401.77,0.0
701,5093 Lake St,94105,37.75007,-122.374214,SuburbA,2025-10-13,2418.1,3,2,1,2020,0,11879.22,2,0,6.9,38.1,4.59,1439933.99,14353.54,0.0
702,5765 Oak Dr,94117,37.753277,-122.454206,Uptown,2023-02-04,2873.69,3,3,2,1992,0,14714.64,2,0,9.6,38.2,3.53,807836.75,10859.84,0.0
703,3745 Maple St,94125,37.7931,-122.435949,OldTown,2025-12-01,1122.39,3,2,1,1965,0,10223.18,1,0,7.3,74.7,2.92,92876.47,997.06,0.0
704,692 Hill St,94104,37.793936,-122.447488,SuburbA,2022-08-17,1401.45,4,3,3,1971,0,14081.33,0,0,8.3,51.6,3.59,299834.51,4340.1,0.0
705,6406 Washington Blvd,94106,37.752255,-122.40929,SuburbB,2023-05-13,2616.06,3,2,3,1962,1,6537.1,1,1,5.1,35.3,2.18,643238.52,5346.89,0.0
706,7464 Pine Dr,94095,37.785322,-122.48311,SuburbB,2024-06-25,2306.17,2,1,1,1934,1,6774.19,1,1,5.9,60.6,5.79,584814.57,5445.59,0.0
707,3467 Elm Ln,94119,37.816862,-122.401538,OldTown,2021-11-27,1718.43,2,1,1,1920,0,4413.68,1,0,4.7,80.4,5.45,281751.32,1775.84,0.0
708,8661 Cedar St,94095,37.771498,-122.405843,OldTown,2022-05-25,1503.46,2,3,3,1997,0,14815.28,1,1,6.8,48.6,1.25,339401.46,4030.34,0.0
709,2544 Lake Dr,94106,37.774748,-122.423045,Riverside,2026-04-23,1528.16,3,1,2,2006,0,7117.45,1,0,6.7,39.0,0.59,724247.6,6250.67,0.0
710,4293 River St,94118,37.7739,-122.421101,Uptown,2024-06-27,1942.62,2,1,2,1983,1,568.95,1,1,10.0,46.4,0.44,569669.32,4758.51,500.0
711,9740 Sunset Ave,94099,37.791889,-122.388749,Downtown,2021-10-10,1205.0,3,3,2,2008,1,7341.52,1,0,9.4,50.7,3.66,259780.04,1552.21,300.0
712,3964 Sunset Blvd,94098,37.754932,-122.450003,Uptown,2023-07-03,2646.25,3,2,3,1921,0,7947.12,1,0,6.5,25.2,3.12,515942.93,6814.1,0.0
713,107 Washington Ln,94085,37.746395,-122.353212,Uptown,2026-02-09,934.38,3,1,1,1969,0,12084.47,1,1,5.2,52.0,6.42,181898.95,1077.14,150.0
714,7058 Oak Ln,94093,37.797799,-122.447668,OldTown,2024-02-01,1153.89,2,2,1,1900,0,4410.06,0,0,3.9,53.8,3.93,106266.19,589.58,0.0
715,2440 Hill Blvd,94105,37.759439,-122.418186,Downtown,2025-09-30,1350.28,2,2,2,1937,0,21.46,1,0,10.0,42.3,1.18,198255.16,1611.41,0.0
716,3923 Washington Blvd,94120,37.78402,-122.437645,OldTown,2024-12-08,300,4,1,3,1957,1,10799.01,2,0,6.9,54.6,2.2,48397.78,482.34,0.0
717,4005 Elm Blvd,94116,37.767225,-122.407708,SuburbB,2021-12-08,1424.66,3,2,3,1956,0,4904.58,2,0,5.5,70.1,1.12,197748.87,1064.62,0.0
718,4504 Elm Dr,94107,37.735532,-122.438828,SuburbB,2021-07-21,1721.94,3,2,2,1924,0,16895.12,1,0,5.4,47.9,4.17,242718.73,2366.41,0.0
719,1406 River Ln,94105,37.754427,-122.385787,Riverside,2021-05-05,2740.44,3,1,3,2014,1,6974.22,0,0,7.8,52.9,3.46,1213339.66,10432.11,0.0
720,6008 River Dr,94097,37.768931,-122.445661,SuburbA,2025-05-01,1171.21,1,2,2,1942,0,12668.42,1,0,5.5,47.9,2.25,190642.78,2367.25,0.0
721,2817 River Ln,94090,37.763724,-122.446429,Downtown,2022-02-26,3121.48,3,3,2,1966,0,177.14,2,0,7.8,32.8,2.42,737106.61,7439.96,0.0
722,7701 Maple Dr,94097,37.767576,-122.387797,Uptown,2024-11-17,2294.5,4,2,1,1918,0,4814.51,1,0,10.0,30.0,2.84,351827.51,4957.76,0.0
723,6765 Oak Dr,94097,37.817497,-122.402122,Uptown,2024-02-29,1512.98,2,1,3,1999,1,8862.59,1,0,6.6,43.4,5.5,427335.99,3401.5,0.0
724,9205 Hill Ave,94085,37.759648,-122.40812,SuburbB,2023-06-30,1413.69,1,4,1,1974,0,8496.4,0,0,5.7,49.9,1.55,308556.21,2108.87,0.0
725,4135 Hill Blvd,94094,37.766737,-122.395552,SuburbB,2022-06-07,3269.73,2,1,3,1919,1,7918.35,2,0,5.8,60.1,2.18,743379.93,9603.13,0.0
726,6868 Sunset St,94105,37.781115,-122.441225,SuburbB,2021-10-29,1226.62,4,4,1,1954,1,4369.16,1,0,7.1,44.9,2.23,113423.06,676.44,0.0
727,8194 Sunset Rd,94088,37.781821,-122.45395,SuburbA,2023-02-16,1222.0,2,3,3,2014,0,4603.54,0,0,6.3,51.1,3.26,290689.29,4326.68,0.0
728,5473 Oak Dr,94120,37.769428,-122.452497,SuburbA,2023-11-02,1923.56,2,1,2,1903,0,1830.67,1,0,8.3,59.6,2.85,149446.71,1936.28,0.0
729,3667 Hill Rd,94092,37.771531,-122.437,Riverside,2021-08-24,1674.93,2,1,3,1970,0,8604.96,1,0,6.9,51.2,1.5,303139.38,3350.33,0.0
730,2481 Washington Ave,94122,37.785823,-122.384512,Downtown,2024-08-16,915.68,4,1,3,1991,0,4787.57,0,0,9.8,51.6,3.57,256778.05,2827.74,0.0
731,9234 Pine Blvd,94115,37.774053,-122.428315,OldTown,2021-05-27,1863.25,2,2,3,1983,0,4499.07,2,0,4.2,71.7,0.86,140087.16,1928.22,0.0
732,5441 Cedar Rd,94087,37.791162,-122.456735,SuburbA,2021-10-24,3466.56,3,1,2,1963,0,1874.32,0,0,5.9,54.1,3.99,815394.51,5030.9,0.0
733,7812 Cedar St,94117,37.779434,-122.422471,SuburbA,2024-04-07,1765.9,2,3,1,1990,0,11517.82,2,0,8.7,51.5,1.07,388482.57,4266.47,0.0
734,231 River St,94119,37.773456,-122.396597,OldTown,2024-05-08,981.89,2,5,1,1963,0,11327.86,0,0,4.0,63.0,2.09,236983.67,3512.47,0.0
735,6392 Pine Rd,94114,37.788502,-122.416162,Riverside,2022-04-28,2038.51,4,3,2,1959,0,11903.42,0,0,9.2,56.3,2.08,470523.66,6555.95,0.0
736,3806 Pine Rd,94102,37.769851,-122.423652,OldTown,2023-11-11,1578.64,5,1,3,1958,0,4731.79,1,0,6.0,56.5,0.32,440766.25,3945.92,0.0
737,4650 Washington Ave,94116,37.76443,-122.492104,Riverside,2025-10-25,1246.15,3,4,2,1941,0,9001.62,0,0,7.0,51.0,6.36,262353.26,1793.9,0.0
738,4930 Cedar Rd,94125,37.794144,-122.384635,SuburbA,2023-08-29,2960.0,2,2,1,1964,0,5265.71,1,0,5.7,77.3,4.1,817180.31,9149.37,0.0
739,9135 Maple Blvd,94098,37.768453,-122.415465,Riverside,2025-01-15,2475.32,4,3,2,1978,0,2802.82,1,0,10.0,51.8,0.43,851004.44,6628.31,0.0
740,2056 Maple Blvd,94091,37.750274,-122.458138,SuburbB,2021-11-02,1023.06,4,4,2,1965,0,2782.42,2,1,6.0,67.9,4.0,131481.73,1371.31,0.0
741,8124 Pine Rd,94090,37.766112,-122.409865,Uptown,2023-01-10,1467.43,4,1,1,1919,0,8912.07,1,0,8.5,43.4,0.99,207434.31,3106.81,300.0
742,4614 Pine Ave,94106,37.772888,-122.375907,Riverside,2026-04-05,804.7,4,1,2,1906,1,8404.58,1,0,10.0,42.0,3.88,171143.54,1032.1,0.0
743,1778 Washington Ave,94089,37.788459,-122.412578,Uptown,2024-09-21,807.5,3,2,1,1970,0,3310.56,1,0,8.0,53.7,2.15,152079.72,2082.49,0.0
744,6589 Washington Rd,94110,37.762231,-122.397481,Uptown,2022-06-22,1591.34,3,2,3,1905,0,7039.17,1,1,7.3,51.5,2.16,233996.04,2570.34,0.0
745,7425 Washington Dr,94094,37.775345,-122.379849,Riverside,2025-02-18,2079.27,4,1,3,1903,1,7497.45,0,0,8.1,45.3,3.57,600905.94,6757.92,0.0
746,6766 Maple Blvd,94120,37.754125,-122.400301,Riverside,2025-07-06,2174.78,5,1,2,1916,1,12921.91,1,0,8.6,53.5,2.47,512071.65,2589.17,0.0
747,1538 Sunset Ln,94107,37.791836,-122.386467,Riverside,2023-09-19,1944.46,4,3,3,1957,0,4412.76,1,0,9.4,37.7,3.81,480970.95,3377.24,0.0
748,8938 River Ave,94118,37.759998,-122.446352,Downtown,2022-02-27,794.16,1,1,3,1913,0,7962.06,1,0,8.9,42.0,2.56,251883.94,2840.11,0.0
749,3692 Pine Ln,94123,37.753982,-122.455444,Uptown,2021-10-20,1768.77,3,2,1,1912,1,8099.5,2,0,8.2,44.0,3.58,536102.38,7943.2,500.0
750,579 Hill Rd,94087,37.750195,-122.376343,Downtown,2023-12-23,1269.83,2,3,1,1922,1,13210.39,2,0,9.2,54.4,4.42,331285.19,2613.77,300.0
751,9976 Oak Ave,94090,37.800507,-122.445566,Uptown,2024-10-12,1363.56,3,4,2,1934,1,6619.25,2,0,6.3,32.8,4.06,252825.6,1803.82,150.0
752,7444 Washington Rd,94086,37.822266,-122.392814,SuburbB,2026-01-04,2809.74,2,1,1,2021,0,2826.43,2,1,5.1,61.9,6.27,631454.24,7193.0,0.0
753,6469 Maple St,94110,37.784047,-122.405882,Downtown,2024-05-25,494.3,4,3,2,1990,0,4071.31,1,0,9.9,30.2,1.99,151374.1,1843.46,0.0
754,9858 Lake Rd,94109,37.816491,-122.400776,Downtown,2025-08-20,1039.26,4,2,1,2013,0,183.82,1,0,9.4,37.8,5.43,260599.49,1680.86,0.0
755,5087 Elm Rd,94123,37.763409,-122.42365,SuburbA,2023-07-14,2716.62,4,2,3,1977,0,10487.29,1,1,6.9,51.2,0.8,461900.99,3017.93,0.0
756,7523 Sunset Ave,94116,37.767942,-122.419735,Uptown,2025-12-10,1048.05,4,1,1,2002,0,8229.11,1,0,10.0,42.9,0.23,269789.09,2118.9,300.0
757,7162 Sunset Ln,94092,37.780134,-122.430531,Riverside,2024-06-25,2420.7,2,1,3,1908,1,3915.75,1,0,10.0,36.5,1.46,382871.75,4114.05,0.0
758,7738 Hill Dr,94112,37.750621,-122.453686,SuburbA,2021-09-07,1636.18,3,1,3,2008,1,13666.35,2,0,8.3,45.7,3.66,233233.95,1896.89,0.0
759,1123 Cedar Blvd,94093,37.770964,-122.41659,OldTown,2026-04-29,1654.0,2,4,2,1986,0,5984.96,1,0,4.7,60.9,0.32,202210.48,2957.49,0.0
760,3232 Lake Blvd,94121,37.748394,-122.412323,Uptown,2026-04-09,557.13,3,1,2,1901,1,12449.22,0,0,7.1,66.9,2.49,125800.99,1312.07,0.0
761,6954 Lake St,94096,37.794137,-122.388568,Downtown,2025-07-25,3070.05,3,1,1,1916,0,4700.26,2,0,10.0,28.2,3.85,593695.21,4667.84,0.0
762,7240 Sunset Ave,94113,37.772738,-122.353947,SuburbB,2025-02-05,1835.66,3,2,1,1988,0,8051.92,1,1,6.9,39.4,5.8,394204.66,2856.5,0.0
763,5575 Elm Dr,94114,37.727628,-122.429997,Downtown,2025-07-13,1617.94,5,1,2,1960,0,13320.13,1,0,10.0,32.6,4.78,348140.12,2609.92,0.0
764,4652 Oak Blvd,94103,37.762313,-122.35998,Uptown,2026-04-05,2537.55,1,2,3,1913,0,78.32,0,0,6.1,49.1,5.33,505436.78,2585.16,0.0
765,8169 Hill Dr,94097,37.765173,-122.450098,Downtown,2023-06-15,1661.31,2,1,3,1905,0,12510.55,1,0,10.0,47.0,2.69,467866.26,3703.18,0.0
766,3669 Cedar Rd,94103,37.728363,-122.405181,OldTown,2023-01-20,1348.01,3,3,2,1933,0,2473.63,0,0,3.8,67.0,4.8,209930.03,1616.57,0.0
767,3919 Lake Dr,94109,37.789513,-122.374939,SuburbB,2025-06-08,2491.01,2,1,3,2001,0,4622.88,1,0,7.6,68.2,4.51,538097.01,4377.36,0.0
768,3198 Maple Blvd,94101,37.757818,-122.425902,Downtown,2022-02-26,755.58,2,1,1,1930,0,16101.52,1,0,10.0,23.9,1.45,182948.79,1727.31,0.0
769,6562 Oak Ln,94090,37.770846,-122.460315,Downtown,2026-04-27,548.97,3,4,2,1958,0,2073.95,0,0,10.0,30.3,3.54,125338.6,1005.45,0.0
770,2074 Sunset Ave,94098,37.800146,-122.396724,SuburbA,2021-09-20,884.16,5,1,2,1988,1,5706.3,0,0,4.4,49.0,3.92,320486.45,4688.2,0.0
771,1713 Hill Ln,94096,37.771831,-122.41375,SuburbA,2023-03-08,2614.57,3,1,3,1923,0,4614.71,1,0,6.3,44.0,0.58,436617.93,3894.09,0.0
772,956 Washington Blvd,94085,37.819141,-122.388883,Uptown,2023-01-07,1197.83,2,3,3,1931,0,12879.28,1,0,7.5,38.3,6.1,147661.16,2077.97,0.0
773,5177 River St,94108,37.758746,-122.442874,Riverside,2023-04-25,2067.84,2,3,3,1961,0,11315.14,1,0,9.3,56.7,2.36,644719.42,5588.07,0.0
774,3653 Pine St,94111,37.778564,-122.411801,SuburbA,2023-09-07,2883.2,2,3,3,1925,0,5063.72,1,0,8.3,51.2,1.19,525075.48,6747.52,0.0
775,8356 Hill St,94114,37.744153,-122.406334,Riverside,2023-05-26,1415.59,4,2,1,1972,0,9361.46,0,0,10.0,33.5,3.11,453497.73,3840.42,0.0
776,8325 Elm Blvd,94097,37.750093,-122.409907,SuburbB,2024-09-06,1858.21,4,3,2,2015,0,1452.21,1,0,5.7,58.4,2.38,374625.82,4980.35,0.0
777,1478 Hill Ave,94111,37.747638,-122.36703,SuburbA,2022-05-27,2131.35,5,1,2,2021,0,11698.15,1,0,4.1,55.1,5.27,736720.63,9310.77,0.0
778,7964 Washington St,94096,37.760386,-122.4392,OldTown,2024-10-05,936.77,4,2,3,1959,0,3867.6,0,0,7.7,67.7,1.99,122514.21,990.98,0.0
779,8234 Pine Blvd,94107,37.801279,-122.458372,Uptown,2021-11-10,2220.11,2,1,2,1924,1,1270.8,1,0,5.0,37.1,4.84,315886.52,4599.23,150.0
